"status","duration","credit_history","purpose","credit_amount","savings_account","employment","installment_rate","personal_status","guarantors","residence_since","property","age","installment_plans","housing","num_credits","job","dependents","telephone","foreign_worker","assessment"
"large_balance",6,"critical_account","new_car",1323,"moderate_savings","7_or_more_yrs",2,"male_divorced","none",4,"car_or_other",28,"none","own",2,"skilled_employee",2,"registered","yes","good"
"negative_balance",24,"current_credits_paid","new_car",3123,"low_savings","less_than_1yr",4,"female_divorced","none",1,"insurance",27,"none","own",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",36,"current_credits_paid","used_car",5493,"low_savings","7_or_more_yrs",2,"male_single","none",4,"no_property",42,"none","free",1,"skilled_employee",2,"none","yes","good"
"large_balance",9,"current_credits_paid","electronics",1126,"moderate_savings","7_or_more_yrs",2,"male_divorced","none",4,"real_estate",49,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",24,"critical_account","electronics",1216,"moderate_savings","less_than_1yr",4,"male_single","none",4,"no_property",38,"bank","own",2,"skilled_employee",2,"none","yes","bad"
"negative_balance",24,"current_credits_paid","new_car",1207,"low_savings","less_than_1yr",4,"female_divorced","none",4,"insurance",24,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"no_account",10,"current_credits_paid","new_car",1309,"unknown_savings","1_to_4yrs",4,"male_single","guarantor",4,"insurance",27,"none","own",1,"unskilled_resident",1,"none","yes","bad"
"large_balance",15,"critical_account","used_car",2360,"good_savings","1_to_4yrs",2,"male_single","none",2,"car_or_other",36,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",15,"all_paid","new_car",6850,"moderate_savings","unemployed",1,"male_single","none",2,"insurance",34,"none","own",1,"management",2,"registered","yes","bad"
"no_account",24,"current_credits_paid","electronics",1413,"low_savings","1_to_4yrs",4,"male_married","none",2,"insurance",28,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",39,"current_credits_paid","used_car",8588,"moderate_savings","7_or_more_yrs",4,"male_single","none",2,"car_or_other",45,"none","own",1,"management",1,"registered","yes","good"
"negative_balance",12,"current_credits_paid","new_car",759,"low_savings","4_to_7yrs",4,"male_single","none",2,"real_estate",26,"none","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",36,"current_credits_paid","used_car",4686,"low_savings","1_to_4yrs",2,"male_single","none",2,"no_property",32,"none","free",1,"management",1,"registered","yes","good"
"large_balance",15,"current_credits_paid","business",2687,"low_savings","4_to_7yrs",2,"male_single","none",4,"insurance",26,"none","rent",1,"skilled_employee",1,"registered","yes","good"
"small_balance",12,"past_delay","electronics",585,"low_savings","1_to_4yrs",4,"male_married","co_applicant",4,"real_estate",20,"none","rent",2,"skilled_employee",1,"none","yes","good"
"no_account",24,"current_credits_paid","new_car",2255,"unknown_savings","less_than_1yr",4,"male_single","none",1,"insurance",54,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",6,"critical_account","new_car",609,"low_savings","4_to_7yrs",4,"female_divorced","none",3,"insurance",37,"none","own",2,"skilled_employee",1,"none","no","good"
"negative_balance",6,"critical_account","new_car",1361,"low_savings","less_than_1yr",2,"male_single","none",4,"real_estate",40,"none","own",1,"unskilled_resident",2,"none","no","good"
"no_account",36,"critical_account","furniture",7127,"low_savings","less_than_1yr",2,"female_divorced","none",4,"insurance",23,"none","rent",2,"skilled_employee",1,"registered","yes","bad"
"negative_balance",6,"current_credits_paid","new_car",1203,"moderate_savings","7_or_more_yrs",3,"male_single","none",2,"insurance",43,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",6,"critical_account","electronics",700,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",36,"none","free",2,"skilled_employee",1,"none","yes","good"
"no_account",24,"critical_account","repairs",5507,"low_savings","7_or_more_yrs",3,"male_single","none",4,"no_property",44,"none","free",2,"skilled_employee",1,"none","yes","good"
"negative_balance",18,"current_credits_paid","electronics",3190,"low_savings","1_to_4yrs",2,"female_divorced","none",2,"real_estate",24,"none","own",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",48,"no_credits","furniture",7119,"low_savings","1_to_4yrs",3,"male_single","none",4,"no_property",53,"none","free",2,"skilled_employee",2,"none","yes","bad"
"no_account",24,"current_credits_paid","used_car",3488,"moderate_savings","4_to_7yrs",3,"female_divorced","none",4,"car_or_other",23,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",18,"current_credits_paid","electronics",1113,"low_savings","1_to_4yrs",4,"female_divorced","guarantor",4,"real_estate",26,"none","own",1,"unskilled_resident",2,"none","yes","good"
"small_balance",26,"current_credits_paid","used_car",7966,"low_savings","less_than_1yr",2,"male_single","none",3,"car_or_other",30,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",15,"critical_account","education",1532,"moderate_savings","1_to_4yrs",4,"female_divorced","none",3,"car_or_other",31,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",4,"critical_account","electronics",1503,"low_savings","4_to_7yrs",2,"male_single","none",1,"real_estate",42,"none","own",2,"unskilled_resident",2,"none","yes","good"
"negative_balance",36,"current_credits_paid","electronics",2302,"low_savings","1_to_4yrs",4,"male_divorced","none",4,"car_or_other",31,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",6,"current_credits_paid","new_car",662,"low_savings","less_than_1yr",3,"male_single","none",4,"real_estate",41,"none","own",1,"unskilled_resident",2,"registered","yes","good"
"small_balance",36,"current_credits_paid","education",2273,"low_savings","4_to_7yrs",3,"male_single","none",1,"car_or_other",32,"none","own",2,"skilled_employee",2,"none","yes","good"
"small_balance",15,"current_credits_paid","new_car",2631,"moderate_savings","1_to_4yrs",2,"female_divorced","none",4,"car_or_other",28,"none","rent",2,"skilled_employee",1,"registered","yes","bad"
"no_account",12,"past_delay","used_car",1503,"low_savings","1_to_4yrs",4,"male_married","none",4,"real_estate",41,"none","rent",1,"skilled_employee",1,"none","yes","good"
"no_account",24,"current_credits_paid","electronics",1311,"moderate_savings","4_to_7yrs",4,"male_married","none",3,"insurance",26,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",24,"current_credits_paid","electronics",3105,"unknown_savings","less_than_1yr",4,"male_single","none",2,"car_or_other",25,"none","own",2,"skilled_employee",1,"none","yes","good"
"large_balance",21,"critical_account","education",2319,"low_savings","less_than_1yr",2,"male_divorced","none",1,"car_or_other",33,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",6,"current_credits_paid","new_car",1374,"unknown_savings","unemployed",4,"female_divorced","none",3,"insurance",75,"none","own",1,"management",1,"registered","yes","good"
"small_balance",18,"critical_account","furniture",3612,"low_savings","7_or_more_yrs",3,"female_divorced","none",4,"insurance",37,"none","own",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",48,"current_credits_paid","new_car",7763,"low_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",42,"bank","free",1,"management",1,"none","yes","bad"
"large_balance",18,"current_credits_paid","furniture",3049,"low_savings","less_than_1yr",1,"female_divorced","none",1,"insurance",45,"stores","own",1,"unskilled_resident",1,"none","yes","good"
"small_balance",12,"current_credits_paid","electronics",1534,"low_savings","less_than_1yr",1,"male_married","none",1,"real_estate",23,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"no_account",24,"past_delay","new_car",2032,"low_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",60,"none","free",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",30,"current_credits_paid","furniture",6350,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"insurance",31,"none","own",1,"skilled_employee",1,"none","yes","bad"
"large_balance",18,"current_credits_paid","furniture",2864,"low_savings","1_to_4yrs",2,"male_single","none",1,"real_estate",34,"none","own",1,"unskilled_resident",2,"none","yes","bad"
"no_account",12,"critical_account","new_car",1255,"low_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",61,"none","own",2,"unskilled_resident",1,"none","yes","good"
"negative_balance",24,"past_delay","new_car",1333,"low_savings","unemployed",4,"male_single","none",2,"real_estate",43,"none","free",2,"skilled_employee",2,"none","yes","bad"
"no_account",24,"critical_account","new_car",2022,"low_savings","1_to_4yrs",4,"female_divorced","none",4,"car_or_other",37,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",24,"current_credits_paid","electronics",1552,"low_savings","4_to_7yrs",3,"male_single","none",1,"car_or_other",32,"bank","own",1,"skilled_employee",2,"none","yes","good"
"negative_balance",12,"all_paid","electronics",626,"low_savings","1_to_4yrs",4,"female_divorced","none",4,"real_estate",24,"bank","own",1,"unskilled_resident",1,"none","yes","bad"
"no_account",48,"critical_account","used_car",8858,"unknown_savings","4_to_7yrs",2,"male_single","none",1,"no_property",35,"none","free",2,"skilled_employee",1,"registered","yes","good"
"no_account",12,"critical_account","repairs",996,"unknown_savings","4_to_7yrs",4,"female_divorced","none",4,"real_estate",23,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",6,"all_paid","electronics",1750,"good_savings","7_or_more_yrs",2,"male_single","none",4,"insurance",45,"bank","own",1,"unskilled_resident",2,"none","yes","good"
"negative_balance",48,"current_credits_paid","electronics",6999,"low_savings","4_to_7yrs",1,"male_married","guarantor",1,"real_estate",34,"none","own",2,"skilled_employee",1,"registered","yes","bad"
"small_balance",12,"critical_account","new_car",1995,"moderate_savings","less_than_1yr",4,"male_single","none",1,"car_or_other",27,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",9,"current_credits_paid","education",1199,"low_savings","4_to_7yrs",4,"female_divorced","none",4,"insurance",67,"none","own",2,"management",1,"registered","yes","good"
"small_balance",12,"current_credits_paid","electronics",1331,"low_savings","less_than_1yr",2,"male_single","none",1,"car_or_other",22,"stores","own",1,"skilled_employee",1,"none","yes","bad"
"small_balance",18,"no_credits","new_car",2278,"moderate_savings","less_than_1yr",3,"female_divorced","none",3,"car_or_other",28,"none","own",2,"skilled_employee",1,"none","yes","bad"
"no_account",21,"no_credits","new_car",5003,"unknown_savings","1_to_4yrs",1,"female_divorced","none",4,"insurance",29,"bank","own",2,"skilled_employee",1,"registered","yes","bad"
"negative_balance",24,"all_paid","furniture",3552,"low_savings","4_to_7yrs",3,"male_single","none",4,"car_or_other",27,"bank","own",1,"skilled_employee",1,"none","yes","bad"
"small_balance",18,"critical_account","furniture",1928,"low_savings","less_than_1yr",2,"male_single","none",2,"real_estate",31,"none","own",2,"unskilled_resident",1,"none","yes","bad"
"negative_balance",24,"current_credits_paid","used_car",2964,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",49,"bank","free",1,"skilled_employee",2,"registered","yes","good"
"negative_balance",24,"all_paid","electronics",1546,"low_savings","4_to_7yrs",4,"male_single","guarantor",4,"car_or_other",24,"bank","rent",1,"unskilled_resident",1,"none","yes","bad"
"large_balance",6,"past_delay","electronics",683,"low_savings","less_than_1yr",2,"female_divorced","none",1,"insurance",29,"bank","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",36,"current_credits_paid","new_car",12389,"unknown_savings","1_to_4yrs",1,"male_single","none",4,"no_property",37,"none","free",1,"skilled_employee",1,"registered","yes","bad"
"small_balance",24,"past_delay","business",4712,"unknown_savings","1_to_4yrs",4,"male_single","none",2,"insurance",37,"bank","own",2,"management",1,"registered","yes","good"
"small_balance",24,"past_delay","electronics",1553,"moderate_savings","4_to_7yrs",3,"female_divorced","none",2,"insurance",23,"none","rent",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",12,"current_credits_paid","new_car",1372,"low_savings","4_to_7yrs",2,"male_divorced","none",3,"car_or_other",36,"none","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",24,"critical_account","electronics",2578,"high_savings","7_or_more_yrs",2,"male_single","none",2,"car_or_other",34,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",48,"current_credits_paid","electronics",3979,"unknown_savings","4_to_7yrs",4,"male_single","none",1,"car_or_other",41,"none","own",2,"skilled_employee",2,"registered","yes","good"
"negative_balance",48,"current_credits_paid","electronics",6758,"low_savings","1_to_4yrs",3,"female_divorced","none",2,"car_or_other",31,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"negative_balance",24,"current_credits_paid","furniture",3234,"low_savings","less_than_1yr",4,"female_divorced","none",4,"real_estate",23,"none","rent",1,"unskilled_resident",1,"registered","yes","bad"
"no_account",30,"critical_account","electronics",5954,"low_savings","4_to_7yrs",3,"male_single","co_applicant",2,"car_or_other",38,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",24,"current_credits_paid","used_car",5433,"unknown_savings","unemployed",2,"female_divorced","none",4,"insurance",26,"none","rent",1,"management",1,"registered","yes","good"
"negative_balance",15,"current_credits_paid","business",806,"low_savings","1_to_4yrs",4,"female_divorced","none",4,"insurance",22,"none","own",1,"unskilled_resident",1,"none","yes","good"
"small_balance",9,"current_credits_paid","electronics",1082,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",27,"none","own",2,"unskilled_resident",1,"none","yes","good"
"no_account",15,"critical_account","furniture",2788,"low_savings","4_to_7yrs",2,"female_divorced","co_applicant",3,"car_or_other",24,"bank","own",2,"skilled_employee",1,"none","yes","good"
"small_balance",12,"current_credits_paid","electronics",2930,"low_savings","4_to_7yrs",2,"female_divorced","none",1,"real_estate",27,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",24,"critical_account","education",1927,"unknown_savings","1_to_4yrs",3,"female_divorced","none",2,"car_or_other",33,"none","own",2,"skilled_employee",1,"registered","yes","good"
"small_balance",36,"critical_account","new_car",2820,"low_savings","less_than_1yr",4,"male_divorced","none",4,"car_or_other",27,"none","own",2,"skilled_employee",1,"none","yes","bad"
"no_account",24,"current_credits_paid","retraining",937,"low_savings","less_than_1yr",4,"male_married","none",3,"car_or_other",27,"none","own",2,"unskilled_resident",1,"none","yes","good"
"small_balance",18,"critical_account","new_car",1056,"low_savings","7_or_more_yrs",3,"male_single","guarantor",3,"real_estate",30,"bank","own",2,"skilled_employee",1,"none","yes","bad"
"small_balance",12,"critical_account","new_car",3124,"low_savings","less_than_1yr",1,"male_single","none",3,"real_estate",49,"bank","own",2,"unskilled_resident",2,"none","yes","good"
"no_account",9,"current_credits_paid","furniture",1388,"low_savings","1_to_4yrs",4,"female_divorced","none",2,"real_estate",26,"none","rent",1,"skilled_employee",1,"none","yes","good"
"small_balance",36,"current_credits_paid","repairs",2384,"low_savings","less_than_1yr",4,"male_single","none",1,"no_property",33,"none","rent",1,"unskilled_resident",1,"none","yes","bad"
"no_account",12,"current_credits_paid","new_car",2133,"unknown_savings","7_or_more_yrs",4,"female_divorced","none",4,"no_property",52,"none","free",1,"management",1,"registered","yes","good"
"negative_balance",18,"current_credits_paid","furniture",2039,"low_savings","1_to_4yrs",1,"female_divorced","none",4,"real_estate",20,"bank","rent",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",9,"critical_account","new_car",2799,"low_savings","1_to_4yrs",2,"male_single","none",2,"real_estate",36,"none","rent",2,"skilled_employee",2,"none","yes","good"
"negative_balance",12,"current_credits_paid","furniture",1289,"low_savings","1_to_4yrs",4,"male_single","guarantor",1,"insurance",21,"none","own",1,"unskilled_resident",1,"none","yes","good"
"negative_balance",18,"current_credits_paid","appliances",1217,"low_savings","1_to_4yrs",4,"male_married","none",3,"real_estate",47,"none","own",1,"unskilled_resident",1,"registered","yes","bad"
"negative_balance",12,"critical_account","furniture",2246,"low_savings","7_or_more_yrs",3,"male_single","none",3,"insurance",60,"none","own",2,"skilled_employee",1,"none","yes","bad"
"negative_balance",12,"critical_account","electronics",385,"low_savings","4_to_7yrs",4,"female_divorced","none",3,"real_estate",58,"none","own",4,"unskilled_resident",1,"registered","yes","good"
"small_balance",24,"past_delay","new_car",1965,"unknown_savings","1_to_4yrs",4,"female_divorced","none",4,"car_or_other",42,"none","rent",2,"skilled_employee",1,"registered","yes","good"
"no_account",21,"current_credits_paid","business",1572,"high_savings","7_or_more_yrs",4,"female_divorced","none",4,"real_estate",36,"bank","own",1,"unskilled_resident",1,"none","yes","good"
"small_balance",24,"current_credits_paid","new_car",2718,"low_savings","1_to_4yrs",3,"female_divorced","none",4,"insurance",20,"none","rent",1,"unskilled_resident",1,"registered","yes","bad"
"negative_balance",24,"all_paid","other",1358,"unknown_savings","7_or_more_yrs",4,"male_single","none",3,"car_or_other",40,"stores","own",1,"management",1,"registered","yes","bad"
"small_balance",6,"all_paid","new_car",931,"moderate_savings","less_than_1yr",1,"female_divorced","none",1,"insurance",32,"stores","own",1,"unskilled_resident",1,"none","yes","bad"
"negative_balance",24,"current_credits_paid","new_car",1442,"low_savings","4_to_7yrs",4,"female_divorced","none",4,"car_or_other",23,"none","rent",2,"skilled_employee",1,"none","yes","bad"
"small_balance",24,"no_credits","business",4241,"low_savings","1_to_4yrs",1,"male_single","none",4,"real_estate",36,"none","own",3,"unskilled_resident",1,"registered","yes","bad"
"no_account",18,"critical_account","new_car",2775,"low_savings","4_to_7yrs",2,"male_single","none",2,"insurance",31,"bank","own",2,"skilled_employee",1,"none","yes","bad"
"no_account",24,"past_delay","business",3863,"low_savings","1_to_4yrs",1,"male_single","none",2,"no_property",32,"none","free",1,"skilled_employee",1,"none","yes","good"
"small_balance",7,"current_credits_paid","electronics",2329,"low_savings","less_than_1yr",1,"female_divorced","guarantor",1,"real_estate",45,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",9,"current_credits_paid","furniture",918,"low_savings","1_to_4yrs",4,"female_divorced","none",1,"insurance",30,"none","own",1,"skilled_employee",1,"none","yes","bad"
"small_balance",24,"all_paid","education",1837,"low_savings","4_to_7yrs",4,"female_divorced","none",4,"no_property",34,"bank","free",1,"unskilled_resident",1,"none","yes","bad"
"no_account",36,"current_credits_paid","furniture",3349,"low_savings","1_to_4yrs",4,"female_divorced","none",2,"car_or_other",28,"none","own",1,"management",1,"registered","yes","bad"
"large_balance",10,"current_credits_paid","furniture",1275,"low_savings","less_than_1yr",4,"female_divorced","none",2,"insurance",23,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",24,"all_paid","furniture",2828,"good_savings","1_to_4yrs",4,"male_single","none",4,"real_estate",22,"stores","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",24,"critical_account","business",4526,"low_savings","1_to_4yrs",3,"male_single","none",2,"real_estate",74,"none","own",1,"management",1,"registered","yes","good"
"small_balance",36,"current_credits_paid","electronics",2671,"moderate_savings","1_to_4yrs",4,"female_divorced","co_applicant",4,"no_property",50,"none","free",1,"skilled_employee",1,"none","yes","bad"
"no_account",18,"current_credits_paid","electronics",2051,"low_savings","less_than_1yr",4,"male_single","none",1,"real_estate",33,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",15,"current_credits_paid","used_car",1300,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",45,"bank","free",1,"skilled_employee",2,"none","yes","good"
"negative_balance",12,"current_credits_paid","appliances",741,"moderate_savings","unemployed",4,"female_divorced","none",3,"insurance",22,"none","own",1,"skilled_employee",1,"none","yes","bad"
"large_balance",10,"current_credits_paid","new_car",1240,"moderate_savings","7_or_more_yrs",1,"female_divorced","none",4,"no_property",48,"none","free",1,"unskilled_resident",2,"none","yes","bad"
"negative_balance",21,"current_credits_paid","electronics",3357,"high_savings","less_than_1yr",4,"female_divorced","none",2,"car_or_other",29,"bank","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",24,"all_paid","used_car",3632,"low_savings","1_to_4yrs",1,"female_divorced","guarantor",4,"car_or_other",22,"bank","rent",1,"skilled_employee",1,"none","no","good"
"no_account",18,"past_delay","furniture",1808,"low_savings","4_to_7yrs",4,"female_divorced","none",1,"real_estate",22,"none","own",1,"skilled_employee",1,"none","yes","bad"
"small_balance",48,"no_credits","business",12204,"unknown_savings","1_to_4yrs",2,"male_single","none",2,"car_or_other",48,"bank","own",1,"management",1,"registered","yes","good"
"small_balance",60,"past_delay","electronics",9157,"unknown_savings","1_to_4yrs",2,"male_single","none",2,"no_property",27,"none","free",1,"management",1,"none","yes","good"
"negative_balance",6,"critical_account","new_car",3676,"low_savings","1_to_4yrs",1,"male_single","none",3,"real_estate",37,"none","rent",3,"skilled_employee",2,"none","yes","good"
"small_balance",30,"current_credits_paid","furniture",3441,"moderate_savings","1_to_4yrs",2,"female_divorced","co_applicant",4,"car_or_other",21,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"no_account",12,"current_credits_paid","new_car",640,"low_savings","1_to_4yrs",4,"male_divorced","none",2,"real_estate",49,"none","own",1,"unskilled_resident",1,"none","yes","good"
"small_balance",21,"critical_account","business",3652,"low_savings","4_to_7yrs",2,"male_single","none",3,"insurance",27,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",18,"critical_account","new_car",1530,"low_savings","1_to_4yrs",3,"male_single","none",2,"insurance",32,"bank","own",2,"skilled_employee",1,"none","yes","bad"
"no_account",48,"current_credits_paid","business",3914,"unknown_savings","1_to_4yrs",4,"male_divorced","none",2,"real_estate",38,"bank","own",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",12,"current_credits_paid","furniture",1858,"low_savings","less_than_1yr",4,"female_divorced","none",1,"car_or_other",22,"none","rent",1,"skilled_employee",1,"none","yes","good"
"negative_balance",18,"current_credits_paid","electronics",2600,"low_savings","1_to_4yrs",4,"male_single","none",4,"no_property",65,"none","free",2,"skilled_employee",1,"none","yes","bad"
"no_account",15,"current_credits_paid","electronics",1979,"unknown_savings","7_or_more_yrs",4,"male_single","none",2,"car_or_other",35,"none","own",1,"skilled_employee",1,"none","yes","good"
"large_balance",6,"current_credits_paid","furniture",2116,"low_savings","1_to_4yrs",2,"male_single","none",2,"real_estate",41,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",9,"all_paid","new_car",1437,"moderate_savings","4_to_7yrs",2,"male_single","none",3,"no_property",29,"none","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",42,"critical_account","furniture",4042,"good_savings","1_to_4yrs",4,"male_single","none",4,"real_estate",36,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",9,"current_credits_paid","education",3832,"unknown_savings","7_or_more_yrs",1,"male_single","none",4,"real_estate",64,"none","own",1,"unskilled_resident",1,"none","yes","good"
"negative_balance",24,"current_credits_paid","electronics",3660,"low_savings","1_to_4yrs",2,"female_divorced","none",4,"car_or_other",28,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",18,"all_paid","furniture",1553,"low_savings","1_to_4yrs",4,"male_single","none",3,"car_or_other",44,"bank","own",1,"skilled_employee",1,"none","yes","bad"
"small_balance",15,"current_credits_paid","electronics",1444,"unknown_savings","less_than_1yr",4,"male_single","none",1,"insurance",23,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",9,"current_credits_paid","furniture",1980,"low_savings","less_than_1yr",2,"female_divorced","co_applicant",2,"car_or_other",19,"none","rent",2,"skilled_employee",1,"none","yes","bad"
"small_balance",24,"current_credits_paid","new_car",1355,"low_savings","less_than_1yr",3,"female_divorced","none",4,"car_or_other",25,"none","own",1,"unskilled_resident",1,"registered","yes","bad"
"no_account",12,"current_credits_paid","education",1393,"low_savings","7_or_more_yrs",4,"male_single","none",4,"insurance",47,"bank","own",3,"skilled_employee",2,"registered","yes","good"
"no_account",24,"current_credits_paid","electronics",1376,"good_savings","4_to_7yrs",4,"female_divorced","none",1,"car_or_other",28,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",60,"past_delay","electronics",15653,"low_savings","4_to_7yrs",2,"male_single","none",4,"car_or_other",21,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",12,"current_credits_paid","electronics",1493,"low_savings","less_than_1yr",4,"female_divorced","none",3,"car_or_other",34,"none","own",1,"skilled_employee",2,"none","yes","good"
"negative_balance",42,"past_delay","electronics",4370,"low_savings","4_to_7yrs",3,"male_single","none",2,"insurance",26,"bank","own",2,"skilled_employee",2,"registered","yes","bad"
"negative_balance",18,"current_credits_paid","education",750,"low_savings","unemployed",4,"female_divorced","none",1,"real_estate",27,"none","own",1,"unemployed",1,"none","yes","bad"
"small_balance",15,"current_credits_paid","repairs",1308,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",38,"none","own",2,"unskilled_resident",1,"none","yes","good"
"no_account",15,"current_credits_paid","education",4623,"moderate_savings","1_to_4yrs",3,"male_single","none",2,"insurance",40,"none","own",1,"management",1,"registered","yes","bad"
"no_account",24,"critical_account","electronics",1851,"low_savings","4_to_7yrs",4,"male_married","guarantor",2,"car_or_other",33,"none","own",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",18,"critical_account","electronics",1880,"low_savings","4_to_7yrs",4,"male_married","none",1,"insurance",32,"none","own",2,"management",1,"registered","yes","good"
"no_account",36,"past_delay","business",7980,"unknown_savings","less_than_1yr",4,"male_single","none",4,"car_or_other",27,"none","rent",2,"skilled_employee",1,"registered","yes","bad"
"negative_balance",30,"no_credits","furniture",4583,"low_savings","1_to_4yrs",2,"male_divorced","guarantor",2,"real_estate",32,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",12,"current_credits_paid","new_car",1386,"good_savings","1_to_4yrs",2,"female_divorced","none",2,"insurance",26,"none","own",1,"skilled_employee",1,"none","yes","bad"
"large_balance",24,"current_credits_paid","new_car",947,"low_savings","4_to_7yrs",4,"male_single","none",3,"no_property",38,"bank","free",1,"skilled_employee",2,"none","yes","bad"
"negative_balance",12,"current_credits_paid","education",684,"low_savings","1_to_4yrs",4,"male_single","none",4,"car_or_other",40,"none","rent",1,"unskilled_resident",2,"none","yes","bad"
"negative_balance",48,"current_credits_paid","education",7476,"low_savings","4_to_7yrs",4,"male_single","none",1,"no_property",50,"none","free",1,"management",1,"registered","yes","good"
"small_balance",12,"current_credits_paid","furniture",1922,"low_savings","1_to_4yrs",4,"male_single","none",2,"insurance",37,"none","own",1,"unskilled_resident",1,"none","yes","bad"
"negative_balance",24,"current_credits_paid","new_car",2303,"low_savings","7_or_more_yrs",4,"male_single","co_applicant",1,"real_estate",45,"none","own",1,"skilled_employee",1,"none","yes","bad"
"small_balance",36,"past_delay","new_car",8086,"moderate_savings","7_or_more_yrs",2,"male_single","none",4,"car_or_other",42,"none","own",4,"management",1,"registered","yes","bad"
"no_account",24,"critical_account","used_car",2346,"low_savings","4_to_7yrs",4,"male_single","none",3,"car_or_other",35,"none","own",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",14,"current_credits_paid","new_car",3973,"low_savings","unemployed",1,"male_single","none",4,"no_property",22,"none","free",1,"skilled_employee",1,"none","yes","good"
"small_balance",12,"current_credits_paid","new_car",888,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",41,"bank","own",1,"unskilled_resident",2,"none","yes","bad"
"no_account",48,"current_credits_paid","electronics",10222,"unknown_savings","4_to_7yrs",4,"male_single","none",3,"car_or_other",37,"stores","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",30,"no_credits","business",4221,"low_savings","1_to_4yrs",2,"female_divorced","none",1,"car_or_other",28,"none","own",2,"skilled_employee",1,"none","yes","good"
"small_balance",18,"critical_account","furniture",6361,"low_savings","7_or_more_yrs",2,"male_single","none",1,"no_property",41,"none","own",1,"skilled_employee",1,"registered","yes","good"
"large_balance",12,"current_credits_paid","electronics",1297,"low_savings","1_to_4yrs",3,"male_married","none",4,"real_estate",23,"none","rent",1,"skilled_employee",1,"none","yes","good"
"negative_balance",12,"current_credits_paid","new_car",900,"unknown_savings","1_to_4yrs",4,"male_married","none",2,"car_or_other",23,"none","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",21,"current_credits_paid","furniture",2241,"low_savings","7_or_more_yrs",4,"male_single","none",2,"real_estate",50,"none","own",2,"skilled_employee",1,"none","yes","good"
